Sentiment,Strength,Conditions,Comment,Age,Gender,Postal Code 
Opposed,Strongly Opposed,T,Casinos do not make jobs Casinos encourage problem gambling casinos encourage elders gambling,65 or older,Female,M4S
Favour,Strongly in Favour,F,  ,35-44,Male,M5T
Opposed,Strongly Opposed,T,"distruption to nearby neighbourhoods this city needs no more mega-projects, but solid, community enhancing parks and services possibility of increased crime and gambling ediction",65 or older,Female,M4J
Opposed,Strongly Opposed,F,"concerned about problem gambling/gambling addiction ""tacky"" image (vegas, reno, atlantic city) doesn't fit with toronto's image casinos tend to be poorly integrated with neighbourhoods - drive in, drive out (Montreal, Gatineau)",35-44,Male,m6p
Opposed,Somewhat Opposed,T,  ,25-34,Male,M1S
Favour,Strongly in Favour,F,  ,35-44,Male,M4C
Opposed,Strongly Opposed,F,"I don�t believe the revenue generation numbers being bandied about.  But even more importantly too much of the revenue comes from those who cannot afford it. I don�t believe the degree to which a casino will attract tourists.  Casinos try to keep tourists captive, focused on the slots and gambling tables, or using the hotels, restaurants, bars and clubs within its internal orbit.  Toronto would not gain from those tourists. I believe that not much of value will ensue to Toronto.The jobs created are generally low paid jobs.  In as much as casinos are large windowless buildings, they should not be located on valuable waterfront property.",65 or older,Male,M3B
Opposed,Strongly Opposed,T,This will cause long term gambling problems Will attract the wrong element to our city and jam our already crowded streets and transit This city is a world class city that will only be demeaned by something as crass as a casino,45-54,Female,M4L
Favour,Strongly in Favour,F,  ,25-34,Female,M3A
Opposed,Strongly Opposed,T,casinos belong in vegas only it causes debt and gambling addiction there are better ways to bring in cash flow by embracing what CANADA already has to offer.,,,
Opposed,Strongly Opposed,T,incongruent to toronto values will kill small businesses anti family,35-44,Male,m6r
Opposed,Strongly Opposed,T,would rather see the waterfront used for a more socially responsible project (family friendly) not a supporter of gambling do not want to lose public access to the waterfront,25-34,Prefer not to disclose,m4l
Favour,Strongly in Favour,F,Only if it creates good union jobs and significant community benefits for Toronto.  ,25-34,Male,M4T
Opposed,Strongly Opposed,T,"diversion of discretionary income from existing City businesses, income that is now largely RETAINED in the City Massive parking requirement in the downtown will degrade existing cityscape and traffic patterns, leading to sterile lands and traffic congestion Little or no financial return to the City, especially in light of the massive profits that will flow to the Casino.  The province may gain but not the City.",65 or older,Male,M6H
Opposed,Strongly Opposed,T,My parents are gambling addicts in vancouver so I am well aware of the devastation casino facilitated gambling is responsible for I think it will prey on the Asian community in which I'm a part of I see no net new benefit,25-34,Female,M4p
Favour,Strongly in Favour,F,Increase cash flow  ,,,
Opposed,Strongly Opposed,T,"Doesn't provide well paying skilled jobs. The activity is not a 'good' for all - not educational, cultural, beneficial for children etc. The cost of the social ills that often come along with gambling addiciton are borne by disadvantaged and tax payers.",45-54,Female,M4N
Favour,Strongly in Favour,F,  ,25-34,Female,
Opposed,Strongly Opposed,T,"It is unnecessary, tacky and attracts poor people who shouldn't be gambling, because if you had money you'd be too smart to gamble.  ",55-64,Female,M8X
Opposed,Strongly Opposed,T,"Gambling addictions are already a problem.  Don't add to it or encourage more. Even for people who don't get addicted to gambling it still encourages pipe dreams. A significant percentage of the population actually has winning trhe lottery in mind as there retirement ""plan"".",45-54,Male,M5G
Opposed,Strongly Opposed,T,"It will kill the local arts community which already struggles in this tough economic time drugs, alcohol, addictions heavy traffic on an already burdened infrastructure - killing the local business in the downtown core I do not support this under any circumstance",45-54,Female,m6g
Opposed,Strongly Opposed,T,"Better things can be done with the $ - child care, parks, transit, bike lanes, community centres, tearing down the Gardiner... Gambling shouldn't be encouraged - risky, encourages greed, conflicts with deferred gratification, addictive for many Activity not representative of City's population - people can go to Casino Rama once in a while if they feel they need to (rather than having the temptation to blow their savings nearby)",35-44,Female,M6N
Favour,Strongly in Favour,F,  ,,,M4X
Favour,Strongly in Favour,F,The employment such a casino would bring to the area. The revenue such a casino would bring to the area. The prestige such a casino would bring to the area.,55-64,Female,M1E
Opposed,Strongly Opposed,T,"It is a ""economic development "" idea that completely lacks vision. It will take business away from small communities that depend on their casinos as the sole source of employment and revenue. It appeals to bass instincts and will create mental health problems more serious than can be compensated for by providing low paying jobs.",,,
Favour,Somewhat in Favour,F,A casino in the right place would work  ,35-44,Female,M6J
Favour,Strongly in Favour,F,Economic Benefit Jobs Attraction,25-34,Male,M5C
Opposed,Strongly Opposed,T,dont support adding gambling to city with other entertainment and other cultural options not the type of economic activity that i support for our city gambling raises concerns on addiction issue,45-54,Female,
Opposed,Strongly Opposed,T,"Destruction of the unique downtown we have re: a balanced mix of RESIDENTIAL and commercial No peer review has been completed and the Mayor wants to rush through a poorly thought out proposal Wrong place for a casion, not enough parking spots, lack of infrastructure (roads, parking), traffic congestion",45-54,Male,M5V
Favour,Strongly in Favour,F,only if it creates good union jobs and significant community benefits for toronto  ,15-24,Male,M8Z
Opposed,Strongly Opposed,T,I personally don't want increased access to a gambling facility The infrastructure will not support the increased crowds -  especially downtown Casinos have a reputation of being seedy and connected to corruption.  Not reputations I want associated with my city.,35-44,Female,M5t
Opposed,Strongly Opposed,T,"It will ruin Toronto's reputation of a world class city . . . There is nothing pretty about Niagara other than the falls Increase social issues, gambling issues . . . I find it depressing going into casinos only to find lower income / retirees spend their last pennies on the hope that they win Increased crime, money laundering",,,
Opposed,Strongly Opposed,F,  ,25-34,Male,M4K
Opposed,Strongly Opposed,T,"similar gambling  is already available in, and close to Toronto and easy to get to i.e. Rama, Niagara Falls, Mohawk, Windsor similar gambling is already available in Toronto e.g. Woodbine, by the way,which should  be  given back what it used to have Serious crime concerns, as a casino would change for the worse any neighbourhood in which it was placed",Prefer not to disclose,Female,M3A
Favour,Strongly in Favour,F,  ,15-24,Male,M4X
Favour,Strongly in Favour,F,  ,,,
Opposed,Strongly Opposed,F,"Casinos attract people who need social services, who cost the city money Casinos are a great place to launder money and therefore attract organized crime Casinos are tacky",25-34,Female,M4K
Favour,Strongly in Favour,F,  ,25-34,Female,M4X
Opposed,Strongly Opposed,F,adds no cultural value wastes people's money causes problems of bankruptcy and addiction,55-64,Female,M6G
Favour,Somewhat in Favour,F,onliy if it create good union jobs and significant community benefits for Toronto.  ,25-34,Female,M5S
Opposed,Strongly Opposed,T,increasing the cahnces of addiction hurting the local economy causes increased crime,65 or older,Female,m4l
